         0.282311        -182.808298 
         0.324382        -176.092087 
         0.361903        -178.478440 
         0.299605        -185.899431 
         0.252673        -199.810893 
         0.259864        -183.788071 
         0.200352        -188.694230 
         0.236641        -194.683392 
         0.277290        -174.663523 
         0.221441        -185.410513 
         0.312331        -179.372460 
         0.323618        -174.914487 
         0.318012        -190.320141 
         0.268930        -178.434459 
         0.372873        -167.947038 
         0.479382        -192.366466 
         0.201594        -188.427041 
         0.415172        -187.414663 
         0.356617        -193.032352 
         0.365742        -197.131985 
         0.352446        -177.486545 
         0.252504        -183.832833 
         0.366195        -176.463397 
         0.496186        -179.209532 
         0.366329        -181.059929 
         0.335941        -182.656560 
         0.314126        -189.917464 
         0.340451        -188.284984 
         0.521192        -180.511803 
         0.464522        -188.040345 
         0.442002        -186.613562 
         0.274021        -188.244480 
         0.389672        -174.197136 
         0.325842        -184.504809 
         0.539011        -178.620829 
         0.368294        -188.671099 
         0.353736        -171.182128 
         0.317212        -188.180130 
         0.435576        -189.891161 
         0.358560        -201.072691 
         0.304192        -185.488200 
         0.310019        -172.021982 
         0.362474        -167.562673 
         0.376663        -179.089072 
         0.299592        -177.902330 
         0.363675        -198.814984 
         0.434456        -190.966957 
         0.447700        -193.597350 
         0.364633        -170.362799 
         0.411873        -179.095532 
         0.479371        -189.842633 
         0.481344        -176.812995 
         0.494530        -179.706404 
         0.564271        -189.084491 
         0.385104        -181.466856 
         0.459672        -172.784629 
         0.409260        -174.088490 
         0.417458        -174.279284 
         0.339201        -168.743045 
         0.327723        -187.600533 
         0.412427        -188.609216 
         0.322609        -191.090046 
         0.345749        -187.922060 
         0.404236        -194.621254 
         0.548247        -189.522816 
         0.270185        -176.270168 
         0.418277        -188.749435 
         0.457538        -183.375495 
         0.474738        -188.023636 
         0.356052        -187.764204 
         0.443245        -200.883202 
         0.409061        -182.613313 
         0.327829        -187.629257 
         0.493925        -184.637094 
         0.231893        -166.148622 
         0.403839        -195.651815 
         0.368500        -180.064360 
         0.309759        -183.859086 
         0.355041        -178.159476 
         0.315008        -186.403209 
         0.333883        -185.586384 
         0.259732        -180.251470 
         0.401828        -178.603798 
         0.608762        -172.125606 
         0.447200        -188.469534 
         0.396513        -188.917983 
         0.449849        -191.281710 
         0.367267        -185.133388 
         0.374320        -187.665039 
         0.525994        -180.208281 
         0.479287        -190.473669 
         0.348579        -201.783221 
         0.450941        -181.053149 
         0.418033        -197.514146 
         0.402118        -197.982563 
         0.619596        -185.206990 
         0.575986        -178.693786 
         0.319935        -191.178568 
         0.421435        -189.208107 
         0.374110        -187.919908 
         0.393777        -187.038948 
         0.474327        -184.934554 
         0.456111        -194.678430 
         0.478622        -189.802574 
         0.327960        -181.207752 
         0.453778        -198.895595 
         0.437581        -183.336045 
         0.392146        -189.736656 
         0.317323        -195.992930 
         0.419974        -190.729247 
         0.558855        -193.541986 
         0.318094        -189.372775 
         0.321926        -200.696619 
         0.519917        -179.494090 
         0.293236        -187.003925 
         0.390711        -185.920871 
         0.479146        -184.964196 
         0.419174        -198.548414 
         0.422101        -188.694224 
         0.348645        -183.566086 
         0.421142        -176.793794 
         0.377590        -176.602707 
         0.523332        -183.190445 
         0.314964        -189.738571 
         0.306143        -183.820981 
         0.438776        -176.044692 
         0.386451        -170.105061 
         0.342776        -190.540642 
         0.346690        -167.388191 
         0.385032        -175.055079 
         0.334050        -183.815334 
         0.270840        -182.642512 
         0.537182        -193.423556 
         0.326985        -193.054161 
         0.332565        -192.046426 
         0.302789        -185.217279 
         0.482206        -187.729102 
         0.259036        -171.812487 
         0.278837        -184.252001 
         0.319174        -181.698947 
         0.570424        -177.920164 
         0.375678        -187.256406 
         0.348265        -183.231122 
         0.234778        -178.883988 
         0.385450        -184.178005 
         0.328193        -172.193996 
         0.235168        -191.667136 
         0.376466        -200.936900 
         0.442092        -196.961910 
         0.338684        -170.106177 
         0.407427        -176.997167 
         0.341142        -181.635939 
         0.420923        -188.962573 
         0.348083        -175.892581 
         0.389808        -173.913721 
         0.271068        -189.387941 
         0.274546        -185.601714 
         0.348817        -188.298378 
         0.394141        -187.965886 
         0.408788        -163.578664 
         0.307687        -189.078348 
         0.340103        -192.197520 
         0.308190        -193.739932 
         0.265364        -178.923477 
         0.289117        -175.101883 
         0.336352        -177.706395 
         0.253053        -179.460655 
         0.275828        -196.831848 
         0.247168        -183.817092 
         0.398062        -180.157272 
         0.373691        -197.672065 
         0.415145        -173.840816 
         0.329885        -173.554117 
         0.327857        -179.629802 
         0.320788        -175.772481 
         0.313475        -195.449334 
         0.406260        -186.952906 
         0.543883        -180.615068 
         0.346686        -183.972444 
         0.253741        -179.215600 
         0.421871        -180.986809 
         0.421792        -187.985104 
         0.322437        -189.221640 
         0.410760        -197.067074 
         0.398104        -185.272971 
         0.446890        -178.251546 
         0.396286        -182.893375 
         0.342014        -181.173128 
         0.332408        -186.452286 
         0.379101        -187.238776 
         0.406039        -186.881840 
         0.364363        -185.947372 
         0.310904        -173.021100 
         0.343806        -172.630235 
         0.369224        -187.894302 
         0.436413        -199.726693 
         0.328667        -187.550184 
         0.389555        -191.179618 
         0.476217        -182.960294 
         0.385919        -172.914264 
         0.324968        -186.936025 
         0.429191        -186.610602 
         0.391221        -175.147948 
